name,price,capacity,price_per_gb,type,cache,form_factor,interface
Toshiba N300 Pro,308.99,16000.0,0.019,7200,512.0,3.5,SATA 6.0 Gb/s
Toshiba XG6,0.0,256.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Lexar NM700,0.0,1000.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Hitachi Ultrastar DC HC530,0.0,14000.0,0.0,7200,256.0,3.5,SATA 6.0 Gb/s
Nextorage NEM-PA,0.0,8000.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Addlink A93 PS5,124.44,2000.0,0.062,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Toshiba X300 Pro,148.99,6000.0,0.025,7200,256.0,3.5,SATA 6.0 Gb/s
Toshiba S300 Pro,139.99,6000.0,0.023,7200,256.0,3.5,SATA 6.0 Gb/s
Seagate SkyHawk AI,183.13,8000.0,0.023,7200,256.0,3.5,SATA 6.0 Gb/s
Addlink S93,248.44,4000.0,0.062,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Toshiba N300,356.44,12000.0,0.03,7200,256.0,3.5,SATA 6.0 Gb/s
Addlink S20,37.44,512.0,0.073,SSD,0.0,2.5,SATA 6.0 Gb/s
Seagate IronWolf 525,207.22,1000.0,0.207,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
VisionTek mSATA,120.09,480.0,0.25,SSD,0.0,mSATA,mSATA
Lexar NM500,0.0,256.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X2
Seagate Exos X18,357.97,12000.0,0.03,7200,512.0,3.5,SATA 6.0 Gb/s
Seagate IronWolf Pro,222.11,10000.0,0.022,7200,256.0,3.5,SATA 6.0 Gb/s
Integral M,0.0,128.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Hitachi Deskstar 7K2000,0.0,2000.0,0.0,7200,32.0,3.5,SATA 3.0 Gb/s
Toshiba P300,153.83,6000.0,0.026,5400,128.0,3.5,SATA 6.0 Gb/s
Western Digital SanDisk Extreme,0.0,500.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Apacer AS350 PANTHER,0.0,128.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Patriot Viper VPN110,0.0,1000.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Western Digital AV-GP,49.0,1500.0,0.033,5400,32.0,3.5,SATA 3.0 Gb/s
Western Digital Caviar Black,120.0,1500.0,0.08,7200,64.0,3.5,SATA 3.0 Gb/s
Gigabyte AORUS RGB,0.0,256.0,0.0,SSD,512.0,M.2-2280,M.2 PCIe 3.0 X4
Intel DC S3520,317.0,150.0,2.113,SSD,0.0,M.2-2280,M.2 SATA
Western Digital Red Plus,0.0,4000.0,0.0,5400,64.0,3.5,SATA 6.0 Gb/s
Western Digital VelociRaptor,98.0,600.0,0.163,10000,32.0,2.5,SATA 6.0 Gb/s
Western Digital Caviar Black,0.0,640.0,0.0,7200,32.0,3.5,SATA 3.0 Gb/s
Western Digital WD1001FALS,0.0,500.0,0.0,7200,32.0,3.5,SATA 3.0 Gb/s
Western Digital Scorpio Blue,0.0,500.0,0.0,5400,8.0,2.5,SATA 3.0 Gb/s
Transcend Transcend SLC,0.0,16.0,0.0,SSD,0.0,2.5,SATA 1.5 Gb/s
Crucial M4,0.0,64.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Kingston HyperX 3K,0.0,240.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Toshiba MK7559GSXP,62.5,750.0,0.083,5400,8.0,2.5,SATA 3.0 Gb/s
Hitachi 0F14689,0.0,3000.0,0.0,7200,64.0,3.5,SATA 6.0 Gb/s
Seagate STCL2000400,0.0,2000.0,0.0,Unknown,64.0,3.5,SATA 6.0 Gb/s
Western Digital Red Pro,189.45,4000.0,0.047,7200,64.0,3.5,SATA 6.0 Gb/s
Seagate ST5000DM000,0.0,5000.0,0.0,5900,128.0,3.5,SATA 6.0 Gb/s
Mushkin Reactor,0.0,1000.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Samsung MZVPV128HDGM-00000,0.0,128.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Silicon Power Silm S55,36.69,480.0,0.076,SSD,0.0,2.5,SATA 6.0 Gb/s
Toshiba XG3,149.99,512.0,0.293,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Toshiba MD04ACA400,129.99,4000.0,0.032,7200,64.0,3.5,SATA 6.0 Gb/s
Intel 760p,0.0,512.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Hitachi 0F29530,0.0,12000.0,0.0,7200,256.0,3.5,SAS 12.0 Gb/s
Micron 1100,0.0,512.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Kingston UV500B,0.0,480.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
HP S600,0.0,120.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
ADATA XPG SX6000,0.0,1000.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Intel Optane 905P,0.0,1500.0,0.0,SSD,0.0,2.5,U.2
TCSunBow X3,0.0,1000.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
HP EX950,0.0,512.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Toshiba MQ01ABF050M,0.0,500.0,0.0,5400,8.0,2.5,SATA 6.0 Gb/s
Samsung PM883,94.95,480.0,0.198,SSD,0.0,2.5,SATA 6.0 Gb/s
Western Digital Purple,303.89,14000.0,0.022,7200,512.0,3.5,SATA 6.0 Gb/s
Seagate FireCuda Compute,0.0,2000.0,0.0,Unknown,0.0,2.5,SATA 6.0 Gb/s
Western Digital Blue SN550,249.99,2000.0,0.125,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Kingston Q500,319.0,1920.0,0.166,SSD,0.0,2.5,SATA 6.0 Gb/s
Seagate FireCuda 510,199.99,500.0,0.4,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
MSI SPATIUM M390,0.0,2000.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Silicon Power UD90,0.0,250.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Western Digital SN530,0.0,256.0,0.0,SSD,0.0,M.2-2242,M.2 PCIe 3.0 X4
GOODRAM IRDM PRO SLIM,0.0,2000.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
PNY CS3150 RGB,0.0,2000.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 5.0 X4
TEAMGROUP MP44S,77.98,1000.0,0.078,SSD,0.0,M.2-2230,M.2 PCIe 4.0 X4
Western Digital WDBMYH0010BNC-NRSN,33.99,1000.0,0.034,5400,8.0,2.5,SATA 3.0 Gb/s
Kingston SSDNow V+,0.0,64.0,0.0,SSD,0.0,2.5,SATA 3.0 Gb/s
Sabrent Rocket Q4,219.99,2000.0,0.11,SSD,0.0,M.2-2230,M.2 PCIe 4.0 X4
Mushkin Gamma,315.99,4000.0,0.079,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Seagate IronWolf 125,403.39,2000.0,0.202,SSD,0.0,2.5,SATA 6.0 Gb/s
Mushkin ELEMENT,41.49,512.0,0.081,SSD,0.0,2.5,SATA 6.0 Gb/s
TEAMGROUP T-FORCE Z44A7,0.0,4000.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Transcend MTS600,34.99,32.0,1.093,SSD,0.0,M.2-2260,M.2 SATA
Western Digital Red Plus,72.99,2000.0,0.036,5400,128.0,3.5,SATA 6.0 Gb/s
Addlink S95,139.44,2000.0,0.07,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Inland TN325,52.99,512.0,0.103,SSD,0.0,M.2-2242,M.2 PCIe 3.0 X4
FanXiang S900,179.99,1000.0,0.18,SSD,0.0,M.2-2280,M.2 PCIe 5.0 X4
Western Digital Black,323.26,4000.0,0.081,7200,64.0,3.5,SATA 6.0 Gb/s
Seagate FireCuda,281.27,2000.0,0.141,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Silicon Power P34A80,0.0,2000.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Seagate Exos 7E10 512n,127.35,4000.0,0.032,7200,256.0,3.5,SATA 6.0 Gb/s
TEAMGROUP T-Force Delta Max White RGB Lite,54.99,512.0,0.107,SSD,0.0,2.5,SATA 6.0 Gb/s
Toshiba N300,213.19,6000.0,0.036,7200,0.0,3.5,SATA 6.0 Gb/s
Seagate BarraCuda,29.0,320.0,0.091,7200,16.0,3.5,SATA 6.0 Gb/s
Hitachi Deskstar 7K1000.D,498.0,500.0,0.996,7200,32.0,3.5,SATA 6.0 Gb/s
Intel 730,449.74,480.0,0.937,SSD,0.0,2.5,SATA 6.0 Gb/s
Seagate IronWolf,212.0,6000.0,0.035,7200,128.0,3.5,SATA 6.0 Gb/s
Seagate Exos 7E8,127.26,2000.0,0.064,7200,256.0,3.5,SATA 6.0 Gb/s
Western Digital Ultrastar,49.0,240.0,0.204,SSD,0.0,2.5,SATA 6.0 Gb/s
Toshiba N300 Pro,254.99,12000.0,0.021,7200,512.0,3.5,SATA 6.0 Gb/s
Toshiba X300,309.99,16000.0,0.019,7200,512.0,3.5,SATA 6.0 Gb/s
Seagate Exos X18,480.33,14000.0,0.034,7200,256.0,3.5,SATA 6.0 Gb/s
Western Digital Scorpio Blue,0.0,320.0,0.0,5400,8.0,2.5,SATA 3.0 Gb/s
Samsung Spinpoint F1 DT,32.99,160.0,0.206,7200,8.0,3.5,SATA 3.0 Gb/s
OCZ Colossus LT,0.0,1000.0,0.0,SSD,128.0,3.5,SATA 3.0 Gb/s
Seagate Barracuda ES.2,0.0,1000.0,0.0,7200,32.0,3.5,SATA 3.0 Gb/s
Western Digital Scorpio Blue,0.0,750.0,0.0,5200,8.0,2.5,SATA 3.0 Gb/s
Samsung 830,0.0,512.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
OCZ Vertex 4,409.9,256.0,1.601,SSD,0.0,2.5,SATA 6.0 Gb/s
Western Digital Caviar Blue,0.0,750.0,0.0,7200,64.0,3.5,SATA 6.0 Gb/s
Hitachi Travelstar,0.0,1000.0,0.0,7200,32.0,2.5,SATA 6.0 Gb/s
Western Digital Black,62.0,750.0,0.083,7200,16.0,2.5,SATA 6.0 Gb/s
Samsung 840 Evo,0.0,120.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Samsung 840 Evo,0.0,500.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Samsung 840 Pro,0.0,256.0,0.0,SSD,256.0,2.5,SATA 6.0 Gb/s
Corsair Force LS,0.0,240.0,0.0,SSD,512.0,2.5,SATA 6.0 Gb/s
Crucial M550,0.0,512.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
HP 628065-B21,0.0,3000.0,0.0,7200,0.0,3.5,SATA 6.0 Gb/s
Seagate 1200 SSD,3062.5,800.0,3.828,SSD,0.0,2.5,SAS 12.0 Gb/s
AMD RADEON-R7SSD-240G,0.0,240.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Samsung Spinpoint M9T,0.0,2000.0,0.0,5400,32.0,2.5,SATA 6.0 Gb/s
Seagate Surveillance HDD,0.0,4000.0,0.0,5400,64.0,3.5,SATA 6.0 Gb/s
Samsung XP941,0.0,512.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 2.0 X4
Samsung 850 Evo,0.0,120.0,0.0,SSD,0.0,M.2-2280,M.2 SATA
Seagate ST3160023AS,0.0,160.0,0.0,7200,8.0,3.5,SATA 1.5 Gb/s
Corsair Force LE,239.99,480.0,0.5,SSD,0.0,2.5,SATA 6.0 Gb/s
SanDisk SSD PLUS,0.0,480.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
PNY CS1311,0.0,480.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Samsung PM951,0.0,256.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Black NVMe,0.0,250.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Toshiba P300,0.0,2000.0,0.0,7200,64.0,3.5,SATA 6.0 Gb/s
Toshiba XG3,0.0,128.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Gigabyte UD PRO 512,0.0,512.0,0.0,SSD,512.0,2.5,SATA 6.0 Gb/s
Kingston KC2000,0.0,500.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Seagate IronWolf NAS,0.0,1920.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Silicon Power Ace A56,0.0,1000.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
ADATA XPG SX8100,0.0,1000.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
PNY XLR8 CS3040,0.0,4000.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Silicon Power A58,0.0,512.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Addlink S70,0.0,256.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Seagate FireCuda 510,60.0,250.0,0.24,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
ADATA Legend 750,0.0,500.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
KingSpec NE-2280,0.0,1000.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Silicon Power UD80,0.0,250.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Silicon Power UD80,0.0,1000.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Leven JPS800,0.0,4000.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Integral M2,0.0,1000.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Seagate Barracuda PCIe,0.0,2000.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
AGI AI298,0.0,1000.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Fantom Drives VenomX,149.94,2000.0,0.075,SSD,0.0,M.2-2230,M.2 PCIe 4.0 X4
TEAMGROUP MP44S,149.99,2000.0,0.075,SSD,0.0,M.2-2230,M.2 PCIe 4.0 X4
Micron 2400,169.95,2000.0,0.085,SSD,0.0,M.2-2230,M.2 PCIe 4.0 X4
Solidigm P41 Plus,0.0,1000.0,0.0,SSD,0.0,M.2-2230,M.2 PCIe 4.0 X4
Fantom Drives VENOM7,129.94,2000.0,0.065,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Sabrent Rocket 4.0,64.98,512.0,0.127,SSD,0.0,M.2-2230,M.2 PCIe 4.0 X4
Seagate Constellation ES.3,0.0,2000.0,0.0,7200,128.0,3.5,SAS 6.0 Gb/s
Addlink X70,129.44,2000.0,0.065,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Samsung PM893,244.6,1920.0,0.127,SSD,0.0,2.5,SATA 6.0 Gb/s
Intel 520,85.49,60.0,1.425,SSD,0.0,2.5,SATA 6.0 Gb/s
Transcend 250H,79.45,1000.0,0.079,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Netac NV3000,0.0,2000.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Toshiba X300,299.0,8000.0,0.037,7200,128.0,3.5,SATA 6.0 Gb/s
Hitachi 0B36040,109.99,4000.0,0.027,7200,256.0,3.5,SATA 6.0 Gb/s
Western Digital Scorpio Blue,0.0,640.0,0.0,5400,8.0,2.5,SATA 3.0 Gb/s
Hitachi Ultrastar C10K900,0.0,600.0,0.0,10000,64.0,2.5,SATA 6.0 Gb/s
Transcend MTS400,33.43,32.0,1.045,SSD,0.0,M.2-2242,M.2 SATA
Seagate ST4000NM0034,178.0,4000.0,0.045,7200,128.0,3.5,SAS 12.0 Gb/s
Crucial BX300,42.99,240.0,0.179,SSD,0.0,2.5,SATA 6.0 Gb/s
ADATA XPG GAMMIX S60 Blade,0.0,512.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Samsung Spinpoint MP4,29.99,250.0,0.12,7200,16.0,2.5,SATA 3.0 Gb/s
Seagate ST5000NM0024,0.0,5000.0,0.0,7200,128.0,3.5,SATA 6.0 Gb/s
Intel 540s,129.0,240.0,0.537,SSD,0.0,2.5,SATA 6.0 Gb/s
Seagate ST4000LM016,359.99,4000.0,0.09,5400,128.0,2.5,SATA 6.0 Gb/s
Seagate IronWolf NAS,0.0,2000.0,0.0,5900,64.0,3.5,SATA 6.0 Gb/s
Transcend TS480GSSD220S,52.22,480.0,0.109,SSD,0.0,2.5,SATA 6.0 Gb/s
ADATA Ultimate SU650,178.57,960.0,0.186,SSD,0.0,2.5,SATA 6.0 Gb/s
Seagate FireCuda 120,0.0,500.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Mushkin ELEMENT,71.75,1000.0,0.072,SSD,0.0,2.5,SATA 6.0 Gb/s
Western Digital Caviar Black,0.0,2000.0,0.0,7200,64.0,3.5,SATA 3.0 Gb/s
Seagate BarraCuda,65.9,320.0,0.206,7200,16.0,3.5,SATA 3.0 Gb/s
Western Digital Caviar Green,0.0,2000.0,0.0,5400,32.0,3.5,SATA 3.0 Gb/s
Western Digital RE4,30.0,500.0,0.06,7200,64.0,3.5,SATA 3.0 Gb/s
Corsair Force GT,0.0,120.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Seagate Barracuda 7200.11,0.0,320.0,0.0,7200,16.0,3.5,SATA 3.0 Gb/s
ADATA XPG SX900,0.0,128.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Samsung Spinpoint F3,0.0,1000.0,0.0,7200,32.0,3.5,SATA 3.0 Gb/s
ADATA Premier Pro SP600,0.0,128.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Hitachi Ultrastar 7K4000,498.0,2000.0,0.249,7200,64.0,3.5,SATA 6.0 Gb/s
Intel DC S3500,282.0,480.0,0.588,SSD,0.0,2.5,SATA 6.0 Gb/s
Seagate ST2000VN000,219.0,2000.0,0.109,5900,64.0,3.5,SATA 6.0 Gb/s
Seagate Constellation.2,0.0,1000.0,0.0,7200,64.0,2.5,SAS 6.0 Gb/s
Seagate Constellation ES,48.0,1000.0,0.048,7200,16.0,3.5,SAS 3.0 Gb/s
Hitachi Travelstar Z5K500,0.0,500.0,0.0,5400,8.0,2.5,SATA 3.0 Gb/s
Crucial M550,0.0,256.0,0.0,SSD,0.0,M.2-2280,M.2 SATA
OCZ ARC 100,0.0,240.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Western Digital Purple,153.94,6000.0,0.026,5400,64.0,3.5,SATA 6.0 Gb/s
Dell 342-3520,139.0,1000.0,0.139,7200,0.0,2.5,SAS 3.0 Gb/s
MyDigitalSSD Super Boot Drive,0.0,8.0,0.0,SSD,0.0,mSATA,mSATA
Crucial MX200,0.0,250.0,0.0,SSD,0.0,M.2-2280,M.2 SATA
Samsung SM951,0.0,512.0,0.0,SSD,512.0,M.2-2280,M.2 PCIe 3.0 X4
SanDisk Z400s,220.77,256.0,0.862,SSD,0.0,2.5,SATA 6.0 Gb/s
Hitachi HTS547550A9E384,0.0,500.0,0.0,5400,8.0,2.5,SATA 3.0 Gb/s
Samsung 850 Evo,0.0,1000.0,0.0,SSD,0.0,M.2-2280,M.2 SATA
Toshiba VX500,0.0,256.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Western Digital Green,0.0,120.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Seagate IronWolf NAS,0.0,1000.0,0.0,5900,64.0,3.5,SATA 6.0 Gb/s
Western Digital Red,0.0,4000.0,0.0,5400,64.0,3.5,SATA 6.0 Gb/s
Hitachi HUA721010KLA330,0.0,1000.0,0.0,7200,32.0,3.5,SATA 6.0 Gb/s
Seagate SkyHawk,208.95,8000.0,0.026,5900,256.0,3.5,SATA 6.0 Gb/s
ADATA XPG SX6000,0.0,512.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X2
Corsair Neutron NX500,0.0,1600.0,0.0,SSD,0.0,PCIe,PCIe x4
ADATA Ultimate SU650,0.0,240.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
TEAMGROUP L5 LITE 3D,0.0,240.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Patriot Burst,0.0,480.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Patriot Burst,0.0,120.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Kingston HyperX FURY RGB,0.0,240.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Gigabyte UD PRO 256,0.0,256.0,0.0,SSD,256.0,2.5,SATA 6.0 Gb/s
Seagate Nytro Enterprise,0.0,3840.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Lexar NS100,0.0,240.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
XPG SX6000 Lite,0.0,256.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Seagate Barracuda Compute,0.0,2000.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Seagate Barracuda Compute,0.0,1000.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Intel 660p,86.99,512.0,0.17,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Silicon Power Ace A56,0.0,512.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Seagate EXOS Enterprise,0.0,6000.0,0.0,7200,256.0,3.5,SATA 6.0 Gb/s
Intel Pro 7600p,0.0,512.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Inland 1TB Performance,0.0,1000.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Micron 5200 Ion,1099.0,7680.0,0.143,SSD,0.0,2.5,SATA 6.0 Gb/s
Seagate IronWolf 510,0.0,240.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
PNY CS2130,0.0,500.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Mushkin SOURCE 2,0.0,1000.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Kingston KC600,56.99,512.0,0.111,SSD,0.0,2.5,SATA 6.0 Gb/s
Addlink S20,0.0,256.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Kingston DC1000B,103.74,480.0,0.216,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Klevv CRAS C720,0.0,2000.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
KingSpec NE-2280,0.0,512.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
KingSpec NX-2280,0.0,128.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Seagate IronWolf NAS,0.0,18000.0,0.0,7200,256.0,3.5,SATA 6.0 Gb/s
Western Digital SN520,0.0,128.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X2
Timetec 30TT253X2,0.0,512.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
MSI SPATIUM M480 HS,0.0,1000.0,0.0,SSD,1024.0,M.2-2280,M.2 PCIe 4.0 X4
Western Digital SN530,0.0,1024.0,0.0,SSD,0.0,M.2-2242,M.2 PCIe 3.0 X4
AITC Kingsman KE680,0.0,2000.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
GeIL Zenith P4L,0.0,1000.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Leven JP600,0.0,4000.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Klevv CRAS C930,0.0,2000.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
MSI SPATIUM M482,0.0,1000.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Corsair MP600 CORE MINI,174.99,2000.0,0.087,SSD,0.0,M.2-2230,M.2 PCIe 4.0 X4
Intel Optane 905,0.0,480.0,0.0,SSD,0.0,2.5,U.2
Western Digital Purple Pro,304.75,14000.0,0.022,7200,512.0,3.5,SATA 6.0 Gb/s
Western Digital Purple,199.74,8000.0,0.025,5640,128.0,3.5,SATA 6.0 Gb/s
PNY CS3150,169.99,1000.0,0.17,SSD,0.0,M.2-2280,M.2 PCIe 5.0 X4
Intel DC P4510,137.0,1000.0,0.137,SSD,0.0,2.5,U.2
Toshiba N300,142.54,4000.0,0.036,7200,0.0,3.5,SATA 6.0 Gb/s
Western Digital Purple Surveillance,82.99,3000.0,0.028,5400,256.0,3.5,SATA 6.0 Gb/s
Western Digital WD Green,29.99,240.0,0.125,SSD,0.0,M.2-2280,M.2 SATA
Samsung Spinpoint M8,0.0,1000.0,0.0,5400,8.0,2.5,SATA 3.0 Gb/s
Western Digital Purple,65.0,2000.0,0.033,5400,0.0,3.5,SATA 6.0 Gb/s
Intel X25-M,349.95,120.0,2.916,SSD,0.0,2.5,SATA 3.0 Gb/s
Seagate Momentus 7200.4,35.0,500.0,0.07,7200,16.0,2.5,SATA 3.0 Gb/s
Intel D3-S4510,308.88,1920.0,0.161,SSD,0.0,2.5,SATA 6.0 Gb/s
Western Digital Red SA500,69.98,500.0,0.14,SSD,0.0,M.2-2280,M.2 SATA
Corsair MP400,290.82,2000.0,0.145,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
Seagate Exos X18,397.55,16000.0,0.025,7200,256.0,3.5,SATA 6.0 Gb/s
Timetec 30TTQNS3SATA-2TB,102.99,2000.0,0.051,SSD,0.0,2.5,SATA 6.0 Gb/s
AGI AI298,0.0,512.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 3.0 X4
GameStop 23VG-GSPL-GameStop NVMe SSD-Heatsink-1TB,109.99,1000.0,0.11,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Hitachi Travelstar 5K500.B,69.0,250.0,0.276,5400,8.0,2.5,SATA 3.0 Gb/s
Kingston SSDNow V300,100.15,120.0,0.835,SSD,0.0,2.5,SATA 6.0 Gb/s
Western Digital Green,81.0,1000.0,0.081,5400,64.0,3.5,SATA 3.0 Gb/s
Western Digital Blue,149.94,500.0,0.3,7200,8.0,3.5,SATA 3.0 Gb/s
Patriot VPN100,0.0,256.0,0.0,SSD,512.0,M.2-2280,M.2 PCIe 3.0 X4
Seagate SkyHawk Surveillance,0.0,3000.0,0.0,5900,256.0,3.5,SATA 6.0 Gb/s
HP Z Turbo Drive G2,481.0,256.0,1.879,SSD,0.0,PCIe,PCIe x4
Acer SA100,0.0,480.0,0.0,SSD,0.0,2.5,SATA 6.0 Gb/s
Seagate IronWolf 525,0.0,500.0,0.0,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Seagate IronWolf Pro NAS,399.99,14000.0,0.029,7200,256.0,3.5,SATA 6.0 Gb/s
Transcend 830S,0.0,4000.0,0.0,SSD,0.0,M.2-2280,M.2 SATA
Lenovo OPAL2,74.98,512.0,0.146,SSD,0.0,M.2-2280,M.2 PCIe 4.0 X4
Western Digital VelociRaptor,195.0,150.0,1.3,10000,16.0,3.5,SATA 3.0 Gb/s
Western Digital Caviar Blue,0.0,500.0,0.0,7200,32.0,3.5,SATA 6.0 Gb/s
Western Digital Caviar Green,149.94,1500.0,0.1,5400,32.0,3.5,SATA 3.0 Gb/s
Western Digital AV-GP,28.99,500.0,0.058,5400,8.0,3.5,SATA 3.0 Gb/s
