name,price,tracking_method,connection_type,max_dpi,hand_orientation,color
Genius Traveler 9000,0.0,Laser,Wireless,1200.0,Both,Black / Red
Genius Traveler 9000,0.0,Laser,Wireless,1200.0,Both,Black / Blue
Genius Maurus,0.0,Optical,Wired,3500.0,Right,Black / Silver
A4Tech D-110-1,0.0,Laser,Wired,1000.0,Both,Black
Cherry AZURO,0.0,Optical,Wireless,1000.0,Right,Blue
Chester Creek Technologies LittleMouse,0.0,Optical,Wired,800.0,Both,Multicolor
Cisco XPACC-MSE-G=,0.0,Optical,Wired,0.0,Both,Gray
Cobra Eagle Hunter,0.0,Optical,Wired,2400.0,Both,Black
Cobra Mazer,0.0,Optical,Wireless,2500.0,Right,Black
Cyborg R.A.T. 3,0.0,Optical,Wired,3500.0,Right,Black
Dell WM311,0.0,Optical,Wireless,1000.0,Both,Black
Ergoguys KOV-GTM-B,75.0,Laser,Wireless,0.0,Right,Black / Silver
Ergoguys XL-750BK,0.0,Laser,Wired,3600.0,Right,Black
Evoluent VerticalMouse 4 Right Wireless,97.45,Optical,Wireless,0.0,Right,Black / Blue
Fujitsu FPCMO17,0.0,Optical,Wired,0.0,Unknown,Silver
Gigabyte GM-FORCE M7,0.0,Optical,Wired,3200.0,Right,Black
IOGEAR E7,0.0,Optical,Wireless,2000.0,Both,Black
Kensington 777785585663,0.0,Optical,Wired,0.0,Both,Black
Kensington Pro Fit Mid-Size Mouse,23.56,Optical,Wireless,0.0,Right,Blue / Black
Kensington Pro Fit Mid-Size Mouse,27.67,Optical,Wireless,0.0,Right,Green / Black
Kensington Pro Fit Mid-Size Mouse,0.0,Optical,Wireless,0.0,Right,Green / Black
Kensington SureTrack,0.0,Optical,Bluetooth Wireless,0.0,Both,Black
Key Ovation KOV-GTM-L,0.0,Optical,Wired,1000.0,Left,Black / Silver
Lenovo 0A36407,0.0,Laser,Bluetooth Wireless,1200.0,Both,Black / Red
Lenovo 57Y6596,34.99,Optical,Wired,1000.0,Both,Black / Red
Logisys M-COUPE,0.0,Optical,Wired,800.0,Both,Silver
Microsoft 2CF-000027,0.0,Optical,Wireless,1000.0,Both,Blue / White
Microsoft 2CF-00008,0.0,Optical,Wired,1000.0,Both,Black / Silver
Microsoft 2CF-00021,0.0,Optical,Wireless,1000.0,Both,Black
Microsoft 43U-00001,39.99,Optical,Wireless,0.0,Both,Black
Microsoft Optical 100 Mice,0.0,Optical,Wired,1000.0,Both,Black
Microsoft Wireless Mobile Mouse 3500 Artist Oh Joy 4,0.0,Optical,Wireless,0.0,Both,Multicolor
Microsoft Wireless Mobile Mouse 3500 Artist Saksi 4,0.0,Optical,Wireless,0.0,Both,Multicolor
Microsoft Wireless Mobile Mouse 3500 Artist Cheuk 4,58.22,Optical,Wireless,0.0,Both,Multicolor
Microsoft Wireless Mobile Mouse 3500 Artist McClure 4,0.0,Optical,Wireless,0.0,Both,Red / Black
Microsoft Wireless Mobile Mouse 3500 Artist Lyon 4,59.99,Optical,Wireless,0.0,Both,Multicolor
Microsoft Wireless Mobile Mouse 3500 Artist Scott 4,0.0,Optical,Wireless,0.0,Both,White / Black
Microsoft Sculpt Comfort Mouse,0.0,Optical,Bluetooth Wireless,0.0,Right,Black / Blue
Microsoft P58-00061,28.0,Optical,Wired,800.0,Both,Black
Microsoft L2 Basic Optical Mouse,26.99,Optical,Wired,800.0,Both,White
Microsoft Comfort Mouse 6000,0.0,Optical,Wired,1000.0,Right,Black
ROCCAT Kone,0.0,Laser,Wired,3200.0,Right,Black
ROCCAT Kone Pure,0.0,Laser,Wired,8200.0,Right,Black / Blue
ROCCAT Kone Pure,0.0,Laser,Wired,8200.0,Right,Black / Orange
ROCCAT Kone XTD,0.0,Laser,Wired,8200.0,Right,Black / Silver
Rosewill RM-7700,0.0,Optical,Wireless,1750.0,Both,Black / Yellow
SMK-Link VP6156,0.0,Optical,Bluetooth Wireless,0.0,Both,Black / Silver
Samsung AA-SM0P25B/US,0.0,Optical,Wireless,1600.0,Both,Black
Samsung AA-SM3PWPS/US,0.0,Optical,Wireless,1600.0,Right,Black
Samsung AA-SM7PCPB/US,0.0,Optical,Wired,0.0,Both,Black
SteelSeries Kana White,0.0,Optical,Wired,3200.0,Both,White / Black
SteelSeries Guild Wars 2,0.0,Laser,Wired,5700.0,Both,Multicolor
SteelSeries Call of Duty Black Ops II,0.0,Laser,Wired,0.0,Both,Black / Red
SteelSeries 813810014514,0.0,Laser,Wired,0.0,Both,Multicolor
SteelSeries Kinzu V2 Yellow,0.0,Optical,Wired,3200.0,Both,Yellow
SteelSeries Kinzu V2 Blue,0.0,Optical,Wired,3200.0,Both,Blue / Black
SteelSeries Kinzu V2 Silver,0.0,Optical,Wired,3200.0,Both,Silver / Black
HP A0X35AA#ABA,0.0,Laser,Wireless,1600.0,Both,Black
HP H2L63UT,28.99,Optical,Wireless,0.0,Both,Black
HP H3T50AA#ABA,0.0,Optical,Wireless,1600.0,Both,Black
HP H4B81AA,22.99,Laser,Wired,1000.0,Both,Black
HP H6E52UT#ABA,0.0,Laser,Wireless,1600.0,Both,Black
HP LB420AA#ABA,0.0,Optical,Wireless,1750.0,Both,Gray
HP LH571AA#ABA,0.0,Laser,Wireless,1600.0,Right,Black / Silver
HP LK006AA#ABA,0.0,Optical,Wireless,1200.0,Both,Black
HP LR919AA#ABL,0.0,Optical,Wireless,1200.0,Both,Black / Silver
HP X7000,0.0,Laser,Wireless,1600.0,Right,Black
HP QY778AT,0.0,Laser,Wired,1000.0,Both,Black
Targus 777785489039,0.0,Optical,Wired,0.0,Both,Black
Targus 777785570133,0.0,Optical,Wired,0.0,Both,Black
Targus AMW064US,0.0,Laser,Wireless,1200.0,Both,Beige
Targus TG-AMW51US,0.0,Laser,Wired,0.0,Both,Black
Toshiba PA3847U-1ETB,0.0,Laser,Bluetooth Wireless,1600.0,Both,Black / Silver
Zalman ZM-GM1,0.0,Laser,Wired,6000.0,Right,Black / Silver
Zalman GM1,0.0,Laser,Wired,6000.0,Right,Black / Silver
HP X4500,0.0,Laser,Wireless,0.0,Right,Black
Cobra SKU038144,0.0,Optical,Wired,1600.0,Right,Black / Blue
V7 Wireless Mobile Optical LED Mouse,0.0,Optical,Wireless,1600.0,Both,Black / Gray
V7 Wireless Mobile Blue Trace Mouse,0.0,Laser,Wireless,1600.0,Both,Silver / Black
V7 Wireless Full Size Blue Trace Mouse,0.0,Laser,Wireless,1600.0,Right,Black / Blue
Gear Head MP1950BLK,0.0,Optical,Wireless,0.0,Both,Black / Silver
Verbatim Wireless Multi-Trac Blue LED Optical Mouse,12.87,Optical,Wireless,0.0,Right,Blue / Black
Gear Head MP2850BLK-CP10,0.0,Laser,Wireless,0.0,Right,Black
Targus 777785570157,0.0,Optical,Wired,0.0,Both,Black
Wintec FileMate Imagine M1210,0.0,Optical,Wired,800.0,Both,Black / Silver
Wintec FileMate Imagine M2810,15.99,Optical,Wired,1000.0,Right,Black / White
Wintec FileMate Imagine M2810,0.0,Optical,Wired,1000.0,Right,Green / White
Wintec FileMate Imagine M2810,0.0,Optical,Wired,1000.0,Right,Orange / White
A4Tech G7-750N-1,0.0,Optical,Wireless,2000.0,Right,Black / Gray
Corsair Raptor M30,0.0,Optical,Wired,4000.0,Right,Black
Fujitsu FPCMO032AP,0.0,Laser,Wired,0.0,Both,Black
Gear Head MP2120BLU,0.0,Laser,Wireless,0.0,Both,Blue
i-rocks IR-7571L-BK,0.0,Laser,Wired,1600.0,Right,Black
Adesso IMOUSE M300W,18.48,Optical,Wired,1000.0,Both,White
Ergoguys 0270-0030,0.0,Optical,Wired,400.0,Both,White
ROCCAT ROC-11-700-R,0.0,Laser,Wired,8200.0,Right,Red / Black
Zalman M250,0.0,Optical,Wired,1600.0,Both,Black / Gray
Zalman M350 Combo,0.0,Optical,Wired,2000.0,Both,Black
Zalman GM3,0.0,Laser,Wired,8200.0,Right,Black / Silver
Cobra Mazer II,0.0,Optical,Wireless,2500.0,Right,Black / Blue
Cobra Cobra,0.0,Optical,Wired,1600.0,Right,White / Blue
Mionix AVIOR 8200,59.99,Laser,Wired,8200.0,Both,Black / Green
Cubeternet Cubeternet Bluetooth Optical mini Mouse,0.0,Optical,Bluetooth Wireless,0.0,Both,Black / Silver
Logitech G100s,0.0,Optical,Wired,2500.0,Both,Black
Zalman ZM-M250,0.0,Optical,Wired,1600.0,Both,Black / Gray
Zalman Eclipse,0.0,Laser,Wired,8200.0,Right,Black
Adesso IMOUSE M30,0.0,Optical,Wireless,1000.0,Both,Black
Adesso IMOUSE S20,0.0,Optical,Wireless,1500.0,Right,Black
Genius X-G510,0.0,Optical,Wired,2000.0,Both,Black / Blue
ROCCAT Kone Pure Optical,0.0,Optical,Wired,4000.0,Right,Black / Red
Toshiba PA3847U-1ETC,0.0,Laser,Wireless,1600.0,Both,Black
Logitech 910-002757,65.98,Optical,Wired,0.0,Right,Black
Asus UT210,0.0,Optical,Wired,1000.0,Both,Blue
Gear Head 2.4 GHz Wireless Optical Nano Mouse,0.0,Optical,Wireless,1000.0,Both,Black
Gear Head 2.4 GHz Wireless Optical Nano Mouse,0.0,Optical,Wireless,1000.0,Both,White
Gear Head OM4750W,0.0,Optical,Wireless,1600.0,Right,Silver
Gear Head OM6750W,0.0,Optical,Wireless,1600.0,Right,Black / Red
Genius Cam Mouse,0.0,Optical,Wired,1200.0,Right,Black
Genius 31030089101,0.0,Optical,Wireless,1000.0,Both,Black
HP Touch to Pair,79.98,Laser,Bluetooth Wireless,1600.0,Both,Multicolor
V7 MV3010010-BLU-5NB,0.0,Optical,Wired,1000.0,Both,Black / Blue
V7 MV3010010-RED-5NB,0.0,Optical,Wired,1000.0,Both,Black / Red
V7 MV3010010-SIL-5NB,0.0,Optical,Wired,1000.0,Both,Black / Silver
HP X4000b,0.0,Laser,Bluetooth Wireless,0.0,Both,Black
HP x4000,0.0,Laser,Wireless,0.0,Both,Black
Zowie FK,0.0,Optical,Wired,2300.0,Both,Black / Yellow
Genius DeathKnight,0.0,Optical,Wired,3500.0,Right,Black / Red
Genius x3,0.0,Optical,Wired,2000.0,Right,Black
Genius GX310,0.0,Optical,Wired,2000.0,Right,Black
Cobra Mazer II,0.0,Optical,Wired,2500.0,Right,Black
HP Z4000,0.0,Optical,Wireless,0.0,Both,Black
SHARKOON FireGlider,0.0,Laser,Wired,3600.0,Right,Black
HP X4000b,0.0,Optical,Bluetooth Wireless,0.0,Both,Black
SteelSeries Kana Blade & Soul Limited Edition,0.0,Optical,Wired,3200.0,Both,Black / Orange
Thermaltake eSPORTS Theron White,0.0,Laser,Wired,5600.0,Right,White
Thermaltake eSPORTS Theron Green,0.0,Laser,Wired,5600.0,Right,Green
Thermaltake eSPORTS Theron Red,0.0,Laser,Wired,5600.0,Right,Red
Thermaltake eSPORTS Theron Black,0.0,Laser,Wired,5600.0,Right,Black / Red
Thermaltake eSPORTS Theron Yellow,0.0,Laser,Wired,5600.0,Right,Yellow
Func MS 3,0.0,Laser,Wired,5040.0,Right,Black / Red
Cooler Master CM Storm Recon,0.0,Optical,Wired,4000.0,Both,White
HP X3000,0.0,Optical,Wireless,1200.0,Both,Black
Logitech M325,0.0,Optical,Wireless,0.0,Both,Multicolor
Microsoft D58-00041,0.0,Optical,Wired,0.0,Both,White
Sunbeam MS-X888,0.0,Optical,Wired,0.0,Both,Red
Wacom EC155W,0.0,Optical,Wireless,0.0,Both,White
Cobra Ajazz Quake7,0.0,Optical,Wired,2400.0,Right,Black / Red
Dell 469-4227,0.0,Laser,Bluetooth Wireless,1000.0,Both,Black / Silver
Genius x1,0.0,Optical,Wired,2000.0,Right,Black
Logitech M325,0.0,Optical,Wireless,0.0,Both,Multicolor
Logitech M325,42.93,Optical,Wireless,0.0,Both,Multicolor
Microsoft B75-00113,0.0,Optical,Wired,0.0,Right,Black / Silver
Razer Battlefield 4 Taipan,0.0,Optical,Wired,8200.0,Both,Multicolor
Perixx MX-2000,0.0,Laser,Wired,5040.0,Right,Black / Silver
Perixx MX-1000,0.0,Optical,Wired,2000.0,Both,Black
Perixx PERIMICE-712B,0.0,Optical,Wireless,2000.0,Right,Black / Silver
Perixx Perimice-710,0.0,Optical,Wireless,1600.0,Right,Black / Silver
Perixx PERIMICE-711,0.0,Optical,Wireless,1600.0,Right,Black
Perixx Perimice-710,0.0,Optical,Wireless,1600.0,Right,Black / Red
Perixx PERIMICE-307B,0.0,Optical,Wired,1600.0,Right,Black / Silver
Perixx Perimice-710W,0.0,Optical,Wireless,1600.0,Right,White
Perixx PERIMICE-307R,0.0,Optical,Wired,1600.0,Right,Black / Red
Perixx MX-1000,0.0,Optical,Wired,2000.0,Both,Black / Silver
Perixx MX-3000B,0.0,Laser,Wired,8200.0,Right,Black / Silver
Perixx PERIMICE-712R,0.0,Optical,Wireless,2000.0,Right,Black / Red
Perixx MX-2000R,0.0,Laser,Wired,5040.0,Right,Black / Red
Perixx MX-3200,0.0,Laser,Wired,5040.0,Both,Black / Silver
Perixx MX-3000R,0.0,Laser,Wired,8200.0,Right,Black / Red
Perixx PERIMICE-513,0.0,Optical,Wired,2000.0,Right,Black
Lenovo K5923,0.0,Touchpad,Wireless,0.0,Both,Black
Perixx 11063,0.0,Touchpad,Wireless,0.0,Both,Black
Cobra E-Blue Mazer II,0.0,Laser,Wireless,2500.0,Right,Black / Silver
Cobra EMS140BKC,0.0,Laser,Wired,2500.0,Right,Black / Silver
Cobra E-Blue Mazer,0.0,Laser,Wireless,2500.0,Right,Black / Blue
Cobra E-Blue MARVEL AUROZA IRON MAN 3,0.0,Laser,Wired,4000.0,Both,Red
Cobra E-blue Cobra II,0.0,Optical,Wireless,2500.0,Right,Black
Asus UX300,0.0,Optical,Wired,1600.0,Right,Black
Genius 31010010100,0.0,Optical,Wired,1200.0,Both,Black
Genius Traveler 6000z,0.0,Optical,Wireless,0.0,Both,Black
Genius Death Knight Silver edition,0.0,Optical,Wired,3500.0,Both,Black / Silver
Logitech Zone Touch Mouse T400,0.0,Optical,Wireless,0.0,Both,Red
Logitech Zone Touch Mouse T400,0.0,Optical,Wireless,0.0,Both,Blue
Logitech Zone Touch Mouse T400,0.0,Optical,Wireless,0.0,Both,Black / White
Logitech M325,43.49,Optical,Wireless,0.0,Both,Multicolor
Logitech M325,46.88,Optical,Wireless,0.0,Both,Black / White
Logitech Zone Touch Mouse T400,0.0,Optical,Wireless,0.0,Both,Purple
Genius Maurus X,0.0,Laser,Wired,4000.0,Both,Black / Red
Logitech M325,0.0,Optical,Wireless,0.0,Both,Multicolor
Logitech m505,0.0,Laser,Wireless,0.0,Both,Black / Silver
ROCCAT Kone Pure Color,0.0,Laser,Wired,8200.0,Right,Black / White
SteelSeries Sensei RAW Heat Orange,0.0,Laser,Wired,5670.0,Both,Black / Orange
Rosewill RGM-1000,0.0,Laser,Wired,8000.0,Right,Black
Logitech MX510,0.0,Laser,Wired,800.0,Right,Black / Red
Rosewill Helix RM-20,0.0,Optical,Wired,2400.0,Right,Black / Silver
HP Z5000,0.0,Laser,Bluetooth Wireless,0.0,Both,White
Cobra Cobra,0.0,Optical,Wired,2400.0,Right,Black / Blue
Cobra Mazer Type-R,0.0,Optical,Wired,2400.0,Right,Black / Blue
HP Z3600,0.0,Laser,Wireless,0.0,Both,Black / Blue
HP H2L63AA,28.99,Optical,Wireless,0.0,Both,Black
Ergoguys CST3645,0.0,Optical,Wired,1600.0,Right,Black
HP H6E52AA#ABA,0.0,Laser,Wireless,1600.0,Both,Multicolor
Logitech V200,0.0,Optical,Wireless,0.0,Both,Silver
SteelSeries Rival,0.0,Optical,Wired,6500.0,Right,Black / Green
Lenovo ThinkPad Precision Wireless Mouse,0.0,Optical,Wireless,1200.0,Both,Black / Red
Corsair Vengeance M65,0.0,Laser,Wired,8200.0,Right,Black / Silver
Thermaltake Level 10 M,0.0,Laser,Wired,8200.0,Right,Black / Silver
Thermaltake Level 10 M,0.0,Laser,Wired,8200.0,Right,Black / White
Thermaltake Level 10 M,0.0,Laser,Wired,8200.0,Right,Black / Red
Adesso iMouse E1,35.35,Optical,Wired,1600.0,Right,Black / Blue
Asus VivoMouse WT710,0.0,Optical,Wireless,1200.0,Both,Gray
Gear Head MPT3400YLW-CP10,0.0,Optical,Wireless,800.0,Right,Black / Yellow
Genius 31030088102,0.0,Optical,Wireless,1600.0,Both,White
Genius 31030107103,0.0,Optical,Wireless,1200.0,Both,Silver
HP X1250,0.0,Optical,Wired,0.0,Both,Black
Cobra Cobra Type-S,0.0,Optical,Wired,1600.0,Right,Blue / White
Cobra Cobra Junior,0.0,Optical,Wired,1600.0,Right,Black / Blue
Cobra Cobra Type-M,0.0,Optical,Wired,1600.0,Right,Black
Cobra Horizon,0.0,Optical,Wireless,1750.0,Right,Black / Red
Cobra Silenz,0.0,Optical,Wired,2400.0,Both,Multicolor
Corsair Raptor M45,0.0,Optical,Wired,5000.0,Right,Black / Red
Genius DeathTaker White Edition,0.0,Laser,Wired,5700.0,Right,White / Red
Logitech 910-003359,0.0,Laser,Wireless,1000.0,Both,Black / Silver
Func MS- 3 Revision 2,0.0,Laser,Wired,5670.0,Right,Black / Red
Mad Catz Titanfall R.A.T.3,0.0,Optical,Wired,3500.0,Right,Orange / White
GAMDIAS ZEUS,0.0,Laser,Wired,8200.0,Right,Black
GAMDIAS DEMETER,0.0,Optical,Wired,2000.0,Both,Black
GAMDIAS APOLLO,0.0,Optical,Wired,3200.0,Right,Black
GAMDIAS HADES Optical Extension,0.0,Optical,Wired,3200.0,Both,Black
Cobra Mazer Type-L,0.0,Optical,Wired,3500.0,Right,Black
Microsoft U7Z-00001,24.99,Laser,Wireless,0.0,Both,Black
Microsoft U7Z-00011,0.0,Laser,Wireless,0.0,Both,Blue
Gigabyte M5050,0.0,Optical,Wired,800.0,Both,White
Lenovo 0B47153,0.0,Optical,Wired,1600.0,Both,Black / Red
AZIO GM2400,0.0,Optical,Wired,2400.0,Right,Black / Blue
Corsair Raptor LM3,0.0,Optical,Wired,2400.0,Right,Black
Ozone Gaming Xenon,0.0,Optical,Wired,3500.0,Both,Black
Ozone Gaming Xenon,0.0,Optical,Wired,3500.0,Both,Black / Red
Ozone Gaming Xenon,0.0,Optical,Wired,3500.0,Both,Black / White
Mionix AVIOR SK,0.0,Optical,Wired,7000.0,Both,Black / White
Toshiba PA3982U-1E2B,0.0,Optical,Wired,1600.0,Both,Black
Etekcity Scroll X1 M555,0.0,Optical,Wired,2400.0,Right,Black / Red
UtechSmart Venus,0.0,Laser,Wired,16400.0,Right,Black / Red
UtechSmart 4000 DPI Gaming Mouse,0.0,Laser,Wired,4000.0,Both,Multicolor
UtechSmart US-D8000-GM,0.0,Laser,Wired,8000.0,Right,Black / Silver
UtechSmart US-D8200-GM,0.0,Laser,Wired,8200.0,Right,Black / Silver
Genius Traveler D6600,0.0,Optical,Wireless,1200.0,Both,Black / Silver
Genius DX-6810,0.0,Optical,Wireless,1200.0,Both,Silver
Genius DX-6810,0.0,Optical,Wireless,1200.0,Right,Black / Red
EVGA TORQ X10,0.0,Laser,Wired,8200.0,Both,Black / Red
HP QY778AA,28.21,Laser,Wired,1000.0,Both,Black
Razer DeathAdder World of Tanks,0.0,Optical,Wired,6400.0,Right,Black / Orange
Cherry JW-T0200,0.0,Laser,Wireless,2000.0,Both,Black / Silver
Adesso iMouse G3,0.0,Optical,Wired,2400.0,Right,Multicolor
Rosewill RM-7900,0.0,Laser,Wireless,2000.0,Right,Black / Silver
Targus AMU51US,0.0,Laser,Wired,0.0,Both,Silver
V7 MV3040-24G-BLK-15NB,0.0,Optical,Wireless,1200.0,Both,Black
V7 MV3040-24G-RED-15NB,0.0,Optical,Wireless,1200.0,Both,Black / Red
V7 MV6000-BT-BLK-15NB,0.0,Optical,Wireless,1600.0,Both,Black
Logitech M317,0.0,Laser,Wireless,0.0,Both,Blue / White
Logitech Wheel,0.0,Optical,Wired,800.0,Both,Black
Logitech M325,0.0,Laser,Wireless,0.0,Both,Multicolor
Logitech M325,59.99,Laser,Wireless,0.0,Both,Blue / White
Logitech M325,0.0,Laser,Wireless,0.0,Both,Pink
Samsung ET-MP900DBEGUJ,0.0,Laser,Wireless,0.0,Right,Black
Zalman Knossos,0.0,Laser,Wired,8200.0,Right,Black / Silver
ROCCAT Kone Pure Military,0.0,Optical,Wired,5000.0,Right,Black / Green
ROCCAT Kone Pure Military,0.0,Optical,Wired,5000.0,Right,Black / Red
ROCCAT Kone Pure Military,0.0,Optical,Wired,5000.0,Right,Brown
Anker AK-98AN5000-BA,0.0,Laser,Wired,5000.0,Right,Black / Blue
Genius NS-6005,0.0,Optical,Wireless,1000.0,Both,Black
Genius NS-6005,0.0,Optical,Wireless,1000.0,Both,Red
Genius NS-6005,0.0,Optical,Wireless,1000.0,Both,Blue
Zowie AM,0.0,Optical,Wired,2300.0,Both,Black / Red
Zowie AM-FG WHITE,0.0,Optical,Wired,2300.0,Both,White / Gray
Zowie EC1-eVo-CL,0.0,Optical,Wired,2300.0,Right,Black / White
Zowie EC1-eVo WHITE,0.0,Optical,Wired,2300.0,Right,White
Zowie EC2-eVo,0.0,Optical,Wired,2300.0,Right,Black / White
Zowie EC2-eVo WHITE,0.0,Optical,Wired,2300.0,Right,White
Gigabyte Aivia Uranium,0.0,Laser,Wireless,3200.0,Right,Black / Silver
Etekcity Scroll M535,0.0,Optical,Wired,3000.0,Right,Black / Blue
Samsung AA-SM7PWRP/US,0.0,Laser,Wireless,1600.0,Both,Black / Pink
Logitech B120,0.0,Optical,Wired,800.0,Both,Black
Logitech Wireless Mouse,18.98,Laser,Wireless,0.0,Both,Black / Silver
Samsung AA-SM7PWRB/US,0.0,Laser,Wireless,1600.0,Both,Black
Microsoft PL2 Touch Mouse,121.97,Laser,Wireless,0.0,Both,Black
Logisys MS609SL,0.0,Optical,Wired,800.0,Both,Silver
Gigabyte M6880,0.0,Laser,Wired,1600.0,Right,Black
Mad Catz R.A.T. TE,0.0,Laser,Wired,8200.0,Right,Black / White
Mad Catz R.A.T. TE,0.0,Laser,Wired,8200.0,Right,Black / Red
Mad Catz R.A.T. TE,0.0,Laser,Wired,8200.0,Right,Black
ROCCAT TYON,0.0,Laser,Wired,8200.0,Right,Black
Thermaltake Level 10 M Hybrid,0.0,Laser,Wired,8200.0,Right,Black / Silver
Microsoft Arc Touch Mouse Surface Edition,0.0,Laser,Bluetooth Wireless,0.0,Both,Black
Microsoft GMF-00408,0.0,Laser,Wireless,0.0,Both,Black
Logitech M325,54.98,Optical,Wireless,0.0,Both,White / Purple
Logitech M325,0.0,Optical,Wireless,0.0,Both,Blue / White
HP ET424AA,0.0,Optical,Wired,0.0,Both,Black
Cougar 700M,0.0,Laser,Wired,8200.0,Right,Silver / Black
Cougar 200M,0.0,Optical,Wired,2000.0,Right,Black / Red
ROCCAT KONE XTD,0.0,Optical,Wired,6400.0,Right,Black
Rosewill RM-7700,0.0,Optical,Wireless,1750.0,Both,Black
Gigabyte Raptor,0.0,Optical,Wired,4000.0,Right,Black / Red
Microsoft GMF-00413,0.0,Optical,Wireless,1000.0,Both,Black
Gigabyte AIRE M93 ICE,0.0,Laser,Wireless,2000.0,Right,Black / Blue
Logitech M320,49.99,Optical,Wireless,1000.0,Right,Black
GAMDIAS Zeus Esports Edition,0.0,Laser,Wired,8200.0,Right,Black / Red
Mad Catz M.M.O. TE,0.0,Laser,Wired,8200.0,Right,Black / White
Mad Catz M.M.O. TE,0.0,Laser,Wired,8200.0,Right,Black / Red
Cougar 600M,0.0,Laser,Wired,8200.0,Right,Black
Cougar 600M,0.0,Laser,Wired,8200.0,Right,Orange
Mad Catz Office R.A.T.,0.0,Laser,Bluetooth Wireless,0.0,Right,Black
Mad Catz Office R.A.T.,0.0,Laser,Bluetooth Wireless,0.0,Right,Black
Mad Catz M.M.O. TE,0.0,Laser,Wired,8200.0,Right,Black / Red
Mad Catz R.A.T. M,0.0,Optical,Bluetooth Wireless,2000.0,Right,Black
MS-Tech SM-X35,0.0,Laser,Wired,2400.0,Right,Black
Corsair Sabre,0.0,Optical,Wired,6400.0,Right,Multicolor
Anker AK-98AN2000-BA,0.0,Optical,Wired,4000.0,Right,Black / Blue
Logitech M325,0.0,Optical,Wireless,0.0,Both,Black / White
Mad Catz R.A.T.,0.0,Laser,Wireless,0.0,Right,White
Microsoft D58-00041,0.0,Optical,Wired,0.0,Both,White
Thermaltake THERON Plus+,0.0,Laser,Wired,8200.0,Right,Black / Red
Asus STRIX CLAW,0.0,Optical,Wired,5000.0,Right,Black / Yellow
Func MS-2,0.0,Optical,Wired,4000.0,Right,Black / Orange
Thermaltake VENTUS,0.0,Laser,Wired,5700.0,Both,Black
Kensington Pro Fit,36.79,Laser,Bluetooth Wireless,1000.0,Right,Black
Kensington Pro Fit,29.37,Laser,Wireless,1000.0,Both,Black
IOGEAR NRG3,0.0,Laser,Wireless,2000.0,Right,Black
Kensington Pro Fit,0.0,Laser,Wired,1800.0,Right,Black
SIIG JK-WR0A12-S1,0.0,Optical,Wireless,1000.0,Right,Black
SIIG JK-WR0C12-S1,0.0,Optical,Wireless,1000.0,Right,Black
SIIG JK-WR0G12-S1,0.0,Optical,Wireless,1000.0,Both,Black / Red
EVGA TORQ X5,0.0,Optical,Wired,6400.0,Both,Black / White
SIIG JK-WR0912-S1,0.0,Optical,Wireless,1000.0,Right,Red
SIIG JK-WR0B12-S1,0.0,Optical,Wireless,1000.0,Right,Blue
SIIG JK-WR0F12-S1,0.0,Optical,Wireless,1000.0,Right,Orange
EVGA TORQ X5L,0.0,Laser,Wired,8200.0,Both,Black / Orange
Lenovo 0B47167,0.0,Optical,Wireless,1200.0,Both,Silver
SIIG JK-WR0D12-S1,0.0,Optical,Wireless,1000.0,Both,Black / Blue
SIIG JK-WR0E12-S1,0.0,Optical,Wireless,1000.0,Both,Black / Green
Gear Head BT9750BLU,0.0,Optical,Bluetooth Wireless,1600.0,Right,Black / Blue
Gear Head BT9750RED,0.0,Optical,Bluetooth Wireless,1600.0,Right,Black / Red
Rosewill RM-D2P,0.0,Optical,Wired,2000.0,Both,Black
Rosewill RM-D2U,0.0,Optical,Wired,2000.0,Both,Black
AZIO EXO1-K,0.0,Optical,Wired,3500.0,Right,Black
Microsoft Designer,0.0,Optical,Bluetooth Wireless,0.0,Both,Black
Microsoft U7Z-00055,0.0,Optical,Wireless,1000.0,Both,Blue
Microsoft U7Z-00062,0.0,Optical,Wireless,1000.0,Both,Pink
Rosewill RM-7800BL,0.0,Optical,Wireless,1600.0,Right,Black
Rosewill RM-7800PK,0.0,Optical,Wireless,1600.0,Right,Pink
Turtle Beach Grip 300,0.0,Optical,Wired,1750.0,Right,Black / Red
Turtle Beach Grip 300,0.0,Optical,Wired,1750.0,Right,Black / Red
Turtle Beach Grip 500,0.0,Laser,Wired,8200.0,Right,Black / Red
UtechSmart VENUS-B,0.0,Laser,Wired,16400.0,Right,Gray
Thermaltake VENTUS X,0.0,Laser,Wired,5700.0,Right,Black
Monoprice MP-MiCo Optical Pro,0.0,Optical,Wired,1600.0,Both,Blue / White
Monoprice 11154,0.0,Laser,Wired,1600.0,Right,Black
Monoprice 11155,0.0,Laser,Wired,2400.0,Right,Black / Green
Monoprice 8495,0.0,Optical,Wired,1600.0,Both,Black
Monoprice 9253,0.0,Optical,Wired,0.0,Both,Black / Red
Monoprice 9254,0.0,Optical,Wired,0.0,Both,Black / Blue
Monoprice 9255,0.0,Optical,Wired,0.0,Both,Black / Blue
Monoprice M24,0.0,Optical,Wireless,0.0,Both,Black / Silver
Monoprice M19,0.0,Optical,Wireless,0.0,Both,Black / Silver
Monoprice 9258,0.0,Optical,Wired,3400.0,Right,Black / Red
Monoprice Executor,0.0,Laser,Wired,5600.0,Right,Black
